Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
104,44.8,68.1,32.1,3.3,45.1,184,Unbalanced
471,11.9,71.0,46.3,0.9,17.3,355,Balanced
502,31.2,26.1,32.1,3.8,6.9,769,Balanced
563,30.3,81.2,19.5,5.4,47.2,931,Balanced
466,8.7,16.5,18.1,6.0,9.7,212,Balanced
490,4.2,36.0,30.7,5.1,24.8,5,Unbalanced
180,46.1,50.7,9.0,9.5,20.6,164,Balanced
118,19.5,70.4,44.2,6.6,18.2,237,Unbalanced
91,30.4,54.8,29.5,6.2,42.2,284,Unbalanced
451,31.0,46.7,20.5,0.4,12.2,119,Balanced
596,43.6,30.1,31.2,6.3,1.5,728,Balanced
124,5.1,5.3,35.5,1.6,12.9,559,Balanced
135,17.1,52.0,39.3,8.5,16.1,876,Balanced
522,22.6,97.2,45.3,9.4,48.6,250,Balanced
261,40.8,27.4,35.0,3.8,43.8,286,Unbalanced
147,44.4,66.6,48.7,8.8,12.1,720,Balanced
424,17.4,71.5,41.3,3.9,35.4,266,Balanced
338,1.2,62.8,33.4,4.3,43.9,94,Unbalanced
248,5.3,38.8,30.1,4.7,28.6,706,Balanced
336,10.9,29.4,4.1,9.9,36.2,429,Balanced
205,47.5,9.2,32.9,8.7,4.1,7,Balanced
351,14.8,19.0,47.9,5.8,26.4,54,Balanced
584,27.5,16.2,38.8,3.9,20.6,792,Balanced
290,4.0,92.6,47.7,7.2,17.4,385,Unbalanced
189,35.4,41.4,27.1,8.5,4.6,997,Balanced
286,8.7,83.4,25.7,8.8,34.9,199,Balanced
156,18.3,80.1,48.7,0.5,0.8,121,Unbalanced
466,42.0,37.7,37.0,9.1,22.1,246,Balanced
591,6.3,14.8,17.5,6.4,7.3,945,Balanced
212,29.1,65.4,1.8,3.2,3.9,24,Unbalanced
456,17.5,82.8,33.0,9.2,16.0,438,Balanced
491,42.9,62.6,20.9,4.9,13.3,470,Balanced
211,14.8,13.7,1.0,1.6,38.5,668,Balanced
424,6.2,57.0,24.2,9.8,3.3,105,Balanced
114,5.7,56.8,26.3,8.1,42.2,221,Balanced
589,3.7,40.6,19.2,5.0,44.2,793,Balanced
476,19.6,66.2,46.3,1.2,14.3,9,Balanced
536,6.8,52.6,39.7,2.1,8.2,647,Unbalanced
429,24.6,23.9,34.7,2.8,33.4,625,Balanced
189,26.3,35.2,6.2,9.6,34.5,29,Balanced
235,8.2,48.0,24.9,2.8,40.4,366,Balanced
307,6.1,99.7,8.1,7.7,17.2,614,Balanced
180,13.5,64.4,5.2,4.6,23.6,24,Balanced
345,17.5,89.9,11.4,3.2,14.7,340,Balanced
533,7.6,39.3,32.0,0.8,7.8,339,Unbalanced
271,31.8,11.0,27.5,7.7,4.7,115,Unbalanced
57,34.9,96.3,28.2,4.9,27.9,295,Unbalanced
432,12.6,83.9,17.4,0.2,11.6,792,Balanced
238,5.3,19.6,47.7,4.6,10.9,711,Unbalanced
286,3.2,58.6,44.1,4.1,20.5,36,Unbalanced
59,13.4,11.9,34.7,9.1,40.0,233,Balanced
426,40.7,8.7,21.4,8.9,40.0,602,Balanced
314,33.6,14.9,28.0,6.3,25.1,24,Unbalanced
267,40.1,22.1,40.1,0.3,1.0,856,Unbalanced
292,44.5,12.3,29.4,4.8,13.9,786,Unbalanced
449,39.5,73.2,19.9,9.7,10.4,35,Balanced
515,9.4,67.5,36.6,4.9,39.3,717,Balanced
589,33.5,80.3,4.7,8.0,16.8,666,Balanced
81,11.0,73.5,15.2,9.0,8.0,148,Balanced
291,11.7,53.5,28.5,8.4,47.2,144,Balanced
269,48.0,35.8,32.9,3.4,41.6,335,Balanced
576,42.1,57.8,24.2,4.3,36.1,398,Balanced
596,42.0,50.2,45.4,7.4,31.6,671,Balanced
312,22.6,35.5,47.5,6.7,10.3,428,Balanced
410,47.5,89.3,36.9,5.3,49.1,73,Unbalanced
397,9.1,32.5,42.8,6.0,47.7,354,Unbalanced
217,45.9,45.0,20.6,4.2,43.0,452,Unbalanced
537,37.2,97.9,3.3,1.2,9.1,613,Balanced
549,3.4,20.8,30.2,9.8,20.1,853,Balanced
412,45.3,79.1,21.6,9.1,28.9,120,Balanced
432,23.9,80.5,4.4,1.3,5.5,739,Balanced
122,46.0,90.0,8.5,1.4,11.1,320,Unbalanced
105,39.7,53.1,38.8,0.9,21.4,558,Unbalanced
373,48.5,74.1,33.4,7.0,29.4,826,Unbalanced
186,26.8,38.1,11.1,6.0,5.5,216,Unbalanced
69,30.1,11.7,7.7,0.4,34.3,477,Unbalanced
158,1.9,31.3,10.8,6.0,22.2,390,Unbalanced
361,1.9,88.7,10.6,2.6,20.5,486,Balanced
416,9.7,80.1,45.5,1.6,2.3,754,Unbalanced
426,13.5,62.8,48.2,4.6,27.5,743,Balanced
336,20.1,80.3,13.0,3.3,12.6,791,Balanced
456,17.5,15.9,34.1,8.7,8.9,637,Balanced
464,7.5,72.2,28.8,5.0,41.9,808,Balanced
256,17.4,38.6,4.1,1.8,16.4,796,Balanced
572,22.5,38.8,6.5,4.2,0.2,154,Balanced
459,20.3,32.4,24.4,5.0,39.2,23,Balanced
445,10.3,54.2,2.1,9.7,17.8,953,Balanced
197,19.5,12.2,42.2,1.7,46.9,608,Unbalanced
211,2.1,77.2,22.0,2.7,10.5,579,Unbalanced
369,18.9,90.3,17.8,4.9,49.8,914,Balanced
74,24.5,22.1,7.0,2.4,7.7,41,Unbalanced
307,33.5,28.0,6.1,9.5,42.7,484,Balanced
300,31.7,5.9,49.8,0.8,23.3,865,Unbalanced
105,8.6,39.0,31.0,8.2,49.5,727,Balanced
513,3.1,42.0,37.3,9.2,8.5,120,Balanced
116,45.9,75.7,43.2,0.6,30.4,676,Unbalanced
159,32.4,40.5,21.3,7.5,5.7,412,Unbalanced
437,7.9,54.9,3.5,1.9,22.6,364,Balanced
522,12.3,39.9,23.9,6.6,49.5,110,Unbalanced
206,29.6,36.1,13.6,8.5,46.6,766,Balanced
465,27.1,33.9,16.2,5.2,6.0,696,Balanced
259,15.6,58.6,8.3,0.7,24.7,191,Balanced
161,45.3,64.8,8.3,3.6,29.5,973,Unbalanced
71,32.0,46.6,40.9,3.7,2.1,472,Unbalanced
198,6.2,76.4,49.3,3.8,11.6,741,Balanced
455,36.1,93.4,1.3,2.4,49.0,303,Balanced
109,43.5,41.7,3.9,6.1,16.3,708,Balanced
374,42.3,52.5,19.7,0.8,22.3,916,Balanced
203,17.2,36.0,23.8,0.5,43.5,865,Balanced
271,19.3,24.9,32.8,7.5,26.8,491,Balanced
505,30.6,14.3,19.7,5.5,6.9,165,Balanced
479,9.8,80.2,31.3,3.6,15.9,251,Unbalanced
583,6.0,48.8,18.6,8.9,18.8,681,Balanced
86,10.3,97.0,48.1,1.2,45.9,687,Unbalanced
457,23.7,10.0,28.3,1.9,14.5,748,Balanced
132,27.3,27.2,13.1,9.7,30.1,27,Balanced
165,14.3,21.6,6.5,5.4,32.9,159,Balanced
566,44.0,74.9,11.8,8.3,1.9,693,Balanced
390,48.5,28.8,36.3,1.1,33.9,598,Unbalanced
218,45.1,6.9,37.8,5.4,20.5,753,Unbalanced
582,40.0,67.2,29.7,6.2,35.6,938,Balanced
148,40.5,18.8,11.0,5.7,6.0,524,Balanced
118,9.3,64.5,29.7,0.2,45.7,466,Balanced
181,26.9,76.1,39.6,7.8,11.9,831,Unbalanced
580,44.1,55.1,35.5,1.1,45.9,904,Balanced
412,43.9,25.9,14.1,0.4,39.6,143,Balanced
328,44.9,33.6,14.6,9.0,16.6,658,Balanced
307,42.2,8.9,47.6,5.7,5.3,795,Unbalanced
188,32.8,28.5,9.8,3.6,34.9,427,Balanced
305,11.4,62.1,37.6,8.5,25.4,450,Balanced
538,19.7,58.0,8.6,7.1,30.6,763,Balanced
291,37.4,45.6,46.8,1.7,33.8,370,Balanced
561,27.9,66.5,9.3,7.5,34.9,216,Balanced
387,12.3,46.9,19.0,9.4,6.3,226,Balanced
344,41.3,38.2,19.0,4.5,24.3,570,Unbalanced
477,11.7,38.6,18.5,8.6,48.4,192,Balanced
571,8.0,8.8,31.3,0.4,46.1,640,Unbalanced
600,36.7,64.9,1.0,7.9,12.9,550,Balanced
202,5.9,51.0,31.1,7.2,34.4,17,Balanced
514,12.9,55.8,49.1,3.0,43.0,819,Balanced
233,19.5,65.6,37.6,1.7,31.8,140,Balanced
589,14.7,30.5,3.8,7.8,23.6,68,Unbalanced
536,21.5,13.1,26.0,2.8,12.6,738,Balanced
500,44.5,64.9,29.4,1.2,40.5,287,Balanced
432,4.3,74.4,26.8,6.7,23.5,704,Unbalanced
412,4.2,26.5,15.1,4.3,8.4,80,Balanced
368,13.5,5.2,46.3,1.6,9.5,582,Balanced
196,5.6,72.2,22.6,2.9,3.2,7,Balanced
559,11.2,42.1,35.0,0.6,28.1,288,Unbalanced
517,45.6,79.6,38.1,8.6,23.4,988,Balanced
515,44.2,34.0,11.2,0.4,47.7,628,Balanced
261,26.8,69.7,43.8,10.0,29.0,731,Balanced
77,3.7,81.9,36.5,10.0,48.1,765,Balanced
155,16.0,61.3,40.0,8.1,10.0,483,Balanced
535,41.3,70.7,30.1,10.0,49.5,934,Balanced
590,40.9,31.9,28.3,7.4,32.6,625,Balanced
457,27.8,72.6,28.5,8.2,10.8,840,Balanced
473,3.5,88.0,3.8,5.6,39.8,621,Unbalanced
71,37.5,14.2,28.0,4.5,19.4,721,Unbalanced
325,32.6,95.1,24.1,5.6,9.6,291,Unbalanced
216,1.4,72.4,4.5,6.2,9.8,211,Unbalanced
126,33.8,78.5,5.3,9.9,8.0,840,Balanced
228,34.1,82.5,35.1,0.2,22.4,490,Unbalanced
551,6.1,99.9,47.5,6.6,48.7,9,Unbalanced
165,33.2,66.5,46.2,5.0,41.6,255,Unbalanced
541,15.8,36.5,1.7,8.9,38.6,780,Balanced
117,30.5,66.1,37.1,1.1,36.5,588,Unbalanced
420,18.6,93.4,47.9,2.9,28.1,572,Balanced
97,47.6,90.9,28.7,6.7,14.9,53,Unbalanced
432,25.2,40.7,31.7,2.4,38.3,965,Balanced
536,35.8,73.4,36.0,4.2,6.1,561,Balanced
427,43.7,18.9,32.7,1.5,25.4,741,Unbalanced
220,39.1,10.1,19.8,6.8,23.3,149,Unbalanced
160,47.7,9.0,22.9,6.1,31.2,782,Unbalanced
564,47.2,55.8,2.0,6.9,1.7,898,Balanced
441,25.9,15.7,20.6,9.5,7.9,964,Balanced
68,39.1,64.1,40.1,6.4,41.1,819,Unbalanced
157,4.4,18.9,1.8,5.5,27.1,230,Balanced
233,17.5,99.3,7.6,8.3,32.9,128,Balanced
557,39.9,61.7,9.8,2.3,47.4,696,Balanced
278,32.9,37.7,43.0,1.3,44.3,277,Balanced
135,36.9,86.8,9.9,7.2,24.0,270,Unbalanced
402,17.7,43.6,42.1,9.1,41.8,757,Balanced
332,48.3,89.2,9.3,6.9,45.4,669,Balanced
380,35.6,74.2,39.7,0.9,35.0,276,Unbalanced
135,37.3,83.6,9.3,4.8,39.0,947,Unbalanced
489,46.2,93.2,47.8,9.0,31.5,270,Balanced
497,42.8,7.0,15.0,3.6,11.9,118,Balanced
460,36.5,75.8,33.8,4.2,14.0,91,Balanced
542,39.7,35.9,45.9,8.9,25.3,571,Balanced
115,16.4,59.8,6.9,8.1,29.0,4,Balanced
174,30.5,26.9,49.2,7.9,48.2,590,Balanced
155,27.8,84.6,38.4,2.8,1.1,70,Unbalanced
289,24.4,34.5,37.2,3.3,32.3,530,Balanced
371,29.0,80.1,16.5,6.8,41.6,202,Balanced
385,3.5,95.2,22.5,8.3,25.4,180,Balanced
234,35.1,58.9,4.9,1.2,46.2,255,Unbalanced
65,6.9,33.3,23.8,5.7,38.6,732,Unbalanced
395,49.5,6.8,40.4,0.8,3.6,745,Unbalanced
62,6.0,39.0,27.5,10.0,6.6,966,Balanced
583,21.7,65.7,3.6,5.1,18.1,394,Balanced
410,16.3,94.1,11.1,9.5,37.8,824,Balanced
403,21.8,51.5,6.9,5.7,36.1,383,Balanced
449,35.5,98.2,48.3,2.8,39.3,520,Balanced
403,37.7,44.9,16.0,5.9,23.9,575,Unbalanced
201,41.3,77.7,30.8,7.1,38.2,291,Unbalanced
527,27.1,73.2,36.6,9.2,19.1,241,Balanced
394,40.8,60.3,30.5,2.6,48.5,424,Balanced
150,46.9,60.8,20.9,7.1,11.2,16,Unbalanced
413,28.9,76.0,16.7,5.4,36.3,795,Balanced
135,34.3,8.5,34.5,4.5,26.7,253,Unbalanced
237,39.6,85.9,9.5,2.7,25.0,458,Unbalanced
301,14.2,47.7,9.4,5.5,4.8,310,Balanced
330,23.6,96.0,23.0,5.1,31.7,835,Balanced
204,11.1,88.1,49.7,7.0,4.1,758,Balanced
301,43.6,61.1,15.4,8.1,39.5,820,Balanced
460,2.0,73.2,1.1,3.8,28.5,82,Balanced
102,20.7,41.6,36.7,7.6,49.2,340,Unbalanced
484,8.0,61.1,35.9,6.5,26.7,934,Balanced
133,33.2,50.1,12.5,7.7,26.1,5,Unbalanced
356,15.5,78.9,49.9,5.1,42.0,597,Balanced
598,5.0,9.4,13.6,0.6,20.0,535,Balanced
311,10.2,13.5,29.4,2.4,38.9,588,Balanced
291,48.0,69.6,22.5,1.5,9.2,7,Unbalanced
349,1.9,46.1,5.5,7.8,0.2,934,Balanced
122,49.8,56.0,37.0,2.7,49.9,72,Unbalanced
354,4.6,68.2,27.9,2.9,44.2,957,Unbalanced
308,43.9,10.2,44.8,8.4,34.4,445,Balanced
407,39.2,14.7,3.5,3.9,15.9,941,Unbalanced
583,13.5,31.5,39.6,9.4,38.4,385,Balanced
572,12.4,19.9,21.0,4.4,27.7,36,Balanced
133,3.9,53.8,12.4,0.3,4.0,748,Balanced
84,7.6,41.8,5.2,9.4,19.5,588,Balanced
269,39.4,9.9,5.5,9.5,1.6,939,Balanced
256,45.7,17.5,16.9,2.9,46.1,691,Unbalanced
407,9.1,24.1,27.8,6.1,34.3,434,Unbalanced
158,44.3,30.2,43.0,8.4,23.1,519,Balanced
281,22.1,82.6,16.0,8.8,24.0,536,Balanced
178,49.5,85.4,7.3,7.0,48.0,260,Unbalanced
173,49.3,18.9,34.9,7.0,18.7,159,Unbalanced
236,9.9,47.4,11.0,3.6,21.1,105,Balanced
278,25.5,68.7,19.3,8.7,45.5,291,Balanced
287,20.8,86.0,47.4,3.9,48.4,64,Balanced
451,49.7,50.7,49.6,7.4,11.5,179,Unbalanced
563,41.3,9.0,31.9,7.3,8.9,644,Balanced
528,30.9,39.1,38.1,9.5,19.5,930,Balanced
132,7.6,46.6,6.2,7.9,29.0,574,Balanced
245,3.2,12.1,24.1,3.5,46.1,356,Unbalanced
408,30.1,58.4,10.0,8.5,0.8,270,Balanced
508,29.4,54.6,36.1,5.5,19.8,987,Balanced
114,42.5,79.8,40.2,7.7,32.3,441,Unbalanced
210,13.4,92.6,1.6,5.7,8.7,514,Balanced
99,8.6,59.0,37.7,1.4,45.2,89,Balanced
141,7.1,40.5,35.6,5.7,49.5,481,Balanced
322,19.9,63.0,35.0,9.6,18.3,423,Balanced
320,22.1,97.1,7.6,8.6,47.0,553,Balanced
213,14.5,22.1,50.0,0.6,14.7,696,Balanced
447,15.3,32.0,48.1,2.9,21.1,41,Balanced
330,15.6,36.7,37.5,8.0,18.5,754,Balanced
365,8.2,39.0,32.7,2.7,27.9,271,Unbalanced
493,36.4,8.6,19.9,4.6,17.7,47,Balanced
112,40.3,92.4,46.7,0.5,39.3,979,Unbalanced
70,40.4,41.8,21.2,6.8,26.8,354,Unbalanced
449,19.1,57.5,42.0,8.5,3.9,511,Balanced
256,10.3,86.9,37.4,5.3,38.6,616,Balanced
344,33.7,89.2,20.4,3.8,7.2,374,Unbalanced
208,17.9,21.6,22.3,1.1,32.8,248,Balanced
533,17.1,49.7,49.3,5.5,20.7,305,Balanced
127,14.4,14.5,4.4,9.0,7.2,24,Balanced
495,11.6,70.3,20.8,6.8,4.0,219,Balanced
255,25.1,90.2,42.3,1.0,45.8,630,Unbalanced
323,40.4,80.4,13.9,5.2,10.3,759,Unbalanced
408,16.5,24.0,33.7,9.3,29.6,103,Balanced
223,26.6,78.4,21.9,6.4,25.5,221,Unbalanced
56,10.3,17.8,47.5,1.0,46.5,362,Unbalanced
561,27.1,91.8,40.2,5.2,24.3,534,Balanced
189,2.0,32.5,48.3,3.9,12.7,634,Unbalanced
254,26.0,23.6,20.4,5.3,26.0,3,Unbalanced
126,23.7,41.6,21.2,9.2,5.7,288,Balanced
503,18.5,86.5,11.5,3.0,11.5,233,Balanced
183,29.8,56.2,13.3,9.5,4.1,7,Balanced
243,21.0,38.0,13.9,2.6,37.4,782,Balanced
585,30.1,48.8,40.6,6.7,9.6,918,Balanced
445,17.7,16.1,37.1,0.7,41.8,895,Balanced
386,12.8,77.9,48.1,5.1,48.2,171,Balanced
478,17.7,59.9,5.3,2.5,8.6,551,Balanced
318,27.6,55.9,4.4,0.6,6.5,430,Balanced
297,3.0,56.5,17.9,4.6,6.1,774,Unbalanced
496,29.3,63.5,25.5,8.5,4.2,601,Balanced
260,44.7,61.7,11.7,6.0,45.7,264,Unbalanced
353,16.6,86.9,26.6,3.1,25.7,156,Balanced
164,33.0,41.7,8.1,0.9,33.4,37,Unbalanced
502,45.7,11.1,8.8,7.0,48.5,42,Unbalanced
77,31.7,72.6,9.7,8.9,32.7,688,Balanced
280,16.1,83.7,7.1,5.9,45.9,342,Balanced
340,23.7,42.8,38.9,1.0,4.8,708,Balanced
119,39.4,25.2,4.0,1.4,11.7,310,Balanced
192,3.2,38.9,39.5,1.5,6.8,879,Unbalanced
52,12.1,53.3,43.9,7.4,30.7,44,Unbalanced
600,5.1,8.3,21.0,7.9,48.5,379,Balanced
199,43.6,56.7,16.5,1.8,42.2,458,Unbalanced
183,17.4,22.8,3.9,6.9,16.0,525,Balanced
376,1.2,53.9,33.5,4.0,36.0,276,Balanced
530,19.0,51.9,22.2,2.1,9.2,161,Balanced
227,48.1,40.6,27.4,4.8,43.3,418,Unbalanced
181,26.4,92.8,10.9,8.8,27.2,273,Balanced
399,8.6,67.4,48.1,3.1,12.7,621,Unbalanced
269,26.6,62.6,27.2,2.5,10.8,130,Unbalanced
94,32.4,99.8,31.2,5.4,29.0,360,Unbalanced
320,31.3,45.3,12.0,6.2,25.9,798,Balanced
511,8.5,66.5,26.9,0.0,21.1,6,Balanced
242,34.2,66.3,1.6,4.1,14.1,946,Unbalanced
282,11.7,28.3,13.9,7.3,24.3,221,Balanced
374,48.1,74.9,15.4,4.0,20.2,366,Unbalanced
532,40.7,47.4,42.1,1.5,39.0,992,Balanced
272,39.5,89.2,14.0,9.7,17.3,691,Balanced
134,2.4,61.1,6.4,5.8,7.0,276,Unbalanced
358,43.8,97.2,29.1,5.6,40.2,601,Unbalanced
126,15.6,60.3,6.4,3.9,48.2,623,Unbalanced
366,10.5,81.6,9.0,7.7,34.7,548,Balanced
139,44.5,87.0,1.8,5.1,27.4,354,Unbalanced
214,49.5,75.5,27.3,3.0,32.7,951,Unbalanced
163,25.0,95.1,36.7,6.5,3.4,693,Unbalanced
257,18.0,77.3,9.0,0.6,41.6,389,Balanced
581,49.6,42.8,3.2,8.0,24.1,927,Balanced
435,43.1,8.6,18.1,2.9,32.2,424,Unbalanced
314,32.1,89.5,36.9,9.2,36.7,950,Balanced
447,30.9,86.9,46.4,9.0,22.5,415,Balanced
482,24.8,87.3,42.8,4.9,26.8,702,Balanced
537,32.5,43.5,8.6,1.2,4.2,911,Balanced
535,29.2,64.0,37.7,1.4,26.0,557,Balanced
457,38.1,65.0,17.4,1.0,19.3,1,Balanced
229,39.9,93.9,29.6,1.4,48.0,755,Unbalanced
95,20.5,90.8,46.0,3.3,23.6,888,Unbalanced
53,43.7,90.8,5.7,5.7,24.5,856,Unbalanced
379,22.3,65.3,1.6,6.5,24.4,460,Balanced
534,47.4,6.7,30.6,5.5,1.0,327,Unbalanced
179,17.1,48.3,6.5,1.3,19.5,393,Balanced
373,24.9,75.3,20.2,9.2,24.6,982,Balanced
430,3.5,26.7,29.6,4.3,40.3,580,Unbalanced
470,48.1,13.1,20.3,5.9,16.7,410,Unbalanced
542,27.1,42.5,44.3,7.6,25.8,729,Balanced
92,36.2,44.4,32.6,4.5,38.9,505,Unbalanced
464,1.8,85.9,3.7,1.4,17.4,811,Unbalanced
382,30.5,73.5,26.1,4.4,20.2,116,Balanced
367,6.1,99.5,41.3,9.4,39.0,962,Balanced
419,19.1,27.8,43.8,6.1,31.4,401,Balanced
349,10.6,80.9,45.6,9.7,23.0,228,Balanced
398,29.9,95.3,26.3,9.3,12.5,9,Balanced
554,28.6,58.2,34.9,9.0,8.2,454,Balanced
562,24.6,18.2,46.3,7.2,25.6,139,Balanced
310,37.8,50.0,29.3,0.5,14.8,495,Balanced
547,36.9,10.1,15.6,9.5,36.3,732,Balanced
264,17.5,19.5,14.6,8.5,16.3,437,Balanced
495,4.2,76.3,48.2,5.4,15.8,405,Balanced
148,18.4,74.8,43.2,10.0,38.1,842,Balanced
172,8.0,10.6,19.0,3.4,31.7,339,Balanced
65,32.7,30.2,8.9,9.2,43.2,621,Balanced
165,39.9,11.2,38.9,3.3,28.4,472,Unbalanced
104,30.0,42.3,12.1,2.5,49.3,232,Unbalanced
411,29.4,79.1,27.6,9.7,1.7,814,Balanced
333,6.6,14.9,42.7,2.1,28.1,902,Unbalanced
290,6.8,74.4,10.2,5.0,47.5,544,Balanced
321,21.5,38.4,44.5,9.1,21.5,918,Balanced
157,20.1,18.7,4.6,6.8,2.5,732,Balanced
230,39.5,46.0,43.2,9.6,27.5,674,Balanced
276,32.5,15.9,32.3,2.1,31.3,757,Unbalanced
308,7.0,33.0,17.3,0.7,37.0,844,Unbalanced
568,31.6,99.9,44.9,9.4,35.5,666,Balanced
214,17.1,7.8,2.1,2.3,27.3,582,Balanced
59,28.3,74.2,27.1,2.5,0.6,533,Unbalanced
340,47.5,71.5,38.6,7.8,14.1,390,Unbalanced
440,2.9,96.1,12.7,2.3,36.5,461,Balanced
439,7.0,57.1,38.5,8.8,22.1,253,Balanced
101,27.0,54.6,43.6,8.3,9.4,121,Balanced
432,36.0,9.1,41.9,9.6,40.3,620,Balanced
298,28.7,48.9,3.5,8.9,7.0,437,Balanced
106,26.0,53.8,23.6,1.5,11.1,354,Unbalanced
226,35.6,46.9,11.0,1.0,8.1,964,Unbalanced
555,36.6,76.0,17.8,1.1,0.5,501,Balanced
209,14.5,47.9,24.2,6.3,29.2,832,Balanced
531,43.8,94.4,4.2,8.3,12.0,456,Balanced
266,40.2,63.8,12.8,4.9,36.0,142,Unbalanced
177,22.9,44.9,36.0,4.2,47.3,496,Unbalanced
408,33.3,44.2,27.0,1.1,8.8,896,Balanced
302,19.1,71.1,13.4,4.1,2.2,237,Balanced
245,12.5,52.8,34.6,8.1,20.2,915,Balanced
383,14.5,49.7,5.4,6.8,39.7,470,Balanced
380,31.4,48.4,49.9,0.2,49.8,497,Balanced
501,37.7,6.9,16.3,8.7,5.2,791,Balanced
236,36.1,20.2,37.1,7.3,0.3,389,Unbalanced
530,49.3,51.3,13.4,8.6,15.6,37,Balanced
446,21.6,54.6,1.2,4.7,22.5,240,Balanced
256,12.9,94.5,46.7,8.9,43.1,719,Balanced
241,21.4,95.8,20.4,3.7,7.3,218,Unbalanced
208,2.7,85.2,4.5,7.5,47.3,347,Unbalanced
135,3.7,35.5,43.1,9.6,31.7,943,Balanced
139,23.2,56.8,20.5,1.7,26.7,111,Unbalanced
336,22.3,13.6,28.3,3.3,36.1,851,Balanced
569,9.7,91.6,6.4,5.1,7.7,112,Balanced
442,32.4,88.3,11.9,7.9,13.4,143,Balanced
379,21.6,15.3,32.3,5.8,16.7,790,Balanced
254,46.0,71.5,1.1,6.1,27.4,87,Unbalanced
574,30.9,16.9,46.4,0.8,44.2,222,Balanced
399,17.1,86.7,48.0,9.4,40.3,876,Balanced
62,13.5,73.4,37.2,6.8,4.7,891,Unbalanced
109,28.0,41.5,10.4,0.3,1.4,871,Unbalanced
247,15.5,73.1,12.6,2.7,26.2,713,Balanced
188,7.4,96.1,15.3,3.0,32.5,914,Balanced
577,25.1,89.9,23.3,2.0,31.3,470,Balanced
451,21.4,79.3,6.4,8.8,45.7,663,Balanced
106,38.7,34.8,8.6,5.2,36.5,89,Unbalanced
202,38.2,6.3,4.7,8.8,48.5,551,Balanced
559,35.1,72.0,1.8,6.6,27.8,883,Balanced
130,21.9,93.2,22.8,3.8,27.0,793,Unbalanced
297,5.2,83.4,34.5,1.1,31.6,203,Unbalanced
315,2.9,55.6,45.8,4.9,11.7,797,Unbalanced
486,5.4,86.6,40.4,3.5,3.0,411,Unbalanced
505,40.9,20.7,17.3,7.2,13.8,387,Balanced
460,34.0,70.9,1.6,5.2,9.1,397,Balanced
111,40.0,9.0,6.4,1.8,11.8,693,Unbalanced
108,43.4,85.2,36.7,9.9,47.1,183,Balanced
131,24.2,53.6,19.6,9.8,7.4,528,Balanced
353,10.2,31.9,27.5,4.6,27.5,812,Balanced
562,8.1,57.6,12.6,0.0,8.7,772,Balanced
338,32.0,99.3,40.2,1.3,22.3,335,Unbalanced
108,40.3,57.2,25.5,7.1,29.9,250,Unbalanced
506,19.6,90.0,20.8,5.2,26.9,647,Balanced
270,2.9,54.8,17.1,3.2,20.1,207,Unbalanced
575,9.5,88.1,26.9,3.2,17.5,701,Balanced
562,35.2,54.1,3.0,1.8,45.5,784,Balanced
473,2.0,88.4,10.0,9.0,26.7,353,Balanced
458,30.8,20.0,37.8,5.8,38.4,944,Balanced
378,17.2,53.5,25.5,3.7,7.3,691,Balanced
280,8.9,76.7,46.0,7.2,44.3,837,Balanced
185,27.3,87.1,26.8,3.6,28.0,344,Unbalanced
232,9.8,64.5,41.9,4.9,1.5,565,Balanced
323,47.3,57.7,20.5,8.6,43.1,486,Balanced
401,7.9,98.3,39.4,7.2,20.4,780,Unbalanced
389,41.3,74.6,44.5,6.4,31.7,436,Unbalanced
337,24.0,28.7,19.7,9.7,4.8,15,Balanced
532,41.8,67.7,32.6,0.8,34.8,830,Balanced
219,40.1,67.5,30.8,5.4,19.4,39,Unbalanced
415,38.6,92.8,13.4,7.3,2.8,701,Balanced
67,23.7,49.1,1.8,4.7,1.1,457,Balanced
590,22.3,73.1,22.6,2.9,21.6,25,Balanced
218,31.7,25.8,7.4,9.1,38.6,892,Balanced
230,13.6,89.9,5.7,7.5,47.2,946,Balanced
491,36.4,82.4,10.2,0.4,32.8,289,Balanced
546,23.9,21.4,45.1,8.7,30.2,690,Balanced
409,32.2,84.1,1.6,0.7,27.3,672,Balanced
568,8.4,45.8,48.7,9.1,39.4,470,Balanced
88,4.3,85.0,3.6,5.8,41.2,645,Balanced
193,37.9,54.2,49.5,8.4,32.8,406,Balanced
344,8.5,96.2,26.0,1.6,4.6,524,Unbalanced
118,34.6,93.3,34.7,2.6,18.5,931,Unbalanced
367,49.9,98.3,24.6,6.8,11.3,65,Unbalanced
332,38.1,89.0,44.5,1.2,6.0,279,Unbalanced
460,49.7,25.6,27.0,9.8,10.1,108,Balanced
174,42.8,67.4,26.3,9.8,32.6,737,Balanced
138,4.8,39.2,2.9,6.8,16.8,109,Balanced
461,35.4,55.9,11.8,6.1,23.6,136,Balanced
482,25.7,68.1,47.6,3.3,49.6,865,Balanced
293,7.4,38.7,44.4,0.0,32.1,288,Balanced
420,2.4,41.8,8.6,7.3,29.1,173,Unbalanced
483,34.0,80.5,20.9,6.6,40.3,650,Balanced
594,3.4,81.7,23.7,9.5,15.8,823,Balanced
307,33.0,51.3,26.6,1.1,40.5,564,Unbalanced
499,21.3,88.6,42.6,1.4,42.4,971,Balanced
