Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
273,10.9,7.3,47.3,7.7,26.4,506,Balanced
304,28.0,61.7,17.3,7.3,10.3,727,Unbalanced
467,41.6,17.2,6.6,8.5,47.7,768,Unbalanced
483,14.6,97.3,43.8,4.7,26.4,222,Balanced
84,48.9,34.5,42.2,9.5,31.6,537,Unbalanced
522,30.0,80.7,43.3,7.0,9.4,573,Balanced
145,28.2,86.2,8.8,1.5,42.9,187,Unbalanced
443,44.3,21.4,38.5,2.1,10.9,0,Unbalanced
415,21.8,12.9,17.1,1.7,16.9,687,Unbalanced
575,15.9,19.4,21.4,4.8,45.8,252,Balanced
364,42.7,93.8,3.9,0.6,24.8,300,Unbalanced
574,44.3,24.7,46.2,4.7,15.5,482,Balanced
574,4.4,33.9,7.2,7.1,31.4,160,Unbalanced
482,4.8,96.3,6.2,8.8,2.8,707,Balanced
149,32.0,21.5,45.7,8.7,49.0,987,Balanced
438,25.0,13.6,16.7,9.4,6.5,416,Balanced
58,38.0,63.6,32.1,4.0,23.8,685,Unbalanced
400,2.4,77.7,40.6,3.5,47.9,973,Unbalanced
262,16.3,85.8,33.1,6.3,2.4,995,Balanced
86,23.5,40.0,47.6,3.7,23.3,49,Unbalanced
475,14.0,49.1,45.4,9.6,35.3,493,Balanced
101,39.8,84.9,43.5,9.3,42.3,982,Unbalanced
522,36.3,85.9,8.1,7.0,1.2,91,Balanced
137,35.3,14.6,44.7,1.3,28.8,895,Unbalanced
436,4.5,86.6,22.2,8.5,24.9,876,Unbalanced
168,23.3,63.3,19.6,2.2,15.1,445,Unbalanced
184,19.6,81.2,20.9,0.9,13.5,415,Unbalanced
576,33.2,51.9,3.5,9.3,9.5,119,Balanced
318,4.6,78.8,27.8,5.1,40.3,205,Unbalanced
517,22.1,57.6,48.3,6.0,42.9,544,Balanced
149,7.7,61.3,11.1,6.1,0.7,441,Balanced
147,26.1,79.8,28.4,5.8,20.8,718,Unbalanced
282,13.2,81.3,38.0,1.5,44.6,845,Unbalanced
96,40.2,46.0,34.1,5.7,15.4,231,Unbalanced
90,42.3,78.5,12.6,1.5,7.4,818,Unbalanced
540,19.5,41.2,21.2,3.6,25.0,637,Balanced
327,36.5,82.6,44.5,4.4,7.7,284,Balanced
266,19.4,47.5,8.8,0.2,34.9,586,Balanced
415,23.6,75.2,43.4,9.6,16.1,391,Balanced
332,16.6,65.7,46.8,4.2,23.0,948,Balanced
91,22.8,57.8,19.0,8.1,8.0,541,Unbalanced
158,38.7,72.0,32.3,4.6,11.3,626,Unbalanced
347,18.4,65.1,30.3,1.4,32.9,136,Unbalanced
169,17.7,54.2,35.2,6.2,31.9,921,Unbalanced
480,33.2,81.2,42.9,5.4,22.4,168,Balanced
286,9.6,93.6,26.4,0.4,2.6,361,Balanced
499,32.1,83.5,13.9,9.8,12.0,323,Balanced
349,42.3,92.8,35.0,6.3,38.1,228,Unbalanced
244,1.3,78.3,11.4,9.9,5.3,309,Balanced
580,30.4,64.7,7.0,7.3,42.9,553,Balanced
65,33.5,29.3,41.0,7.1,12.8,129,Unbalanced
175,15.8,80.5,32.5,4.2,13.2,276,Unbalanced
566,29.8,44.6,10.0,3.4,7.5,574,Balanced
102,37.8,83.7,37.5,0.6,43.5,238,Unbalanced
220,28.4,96.7,10.2,0.9,23.2,345,Unbalanced
121,1.3,15.2,37.2,4.1,11.9,482,Balanced
402,23.2,35.8,24.2,7.6,34.8,771,Balanced
192,5.6,86.1,18.0,5.4,0.1,924,Balanced
152,34.6,49.2,42.1,1.4,40.8,140,Unbalanced
269,34.3,18.0,33.8,0.2,40.4,850,Unbalanced
430,42.6,15.3,17.3,5.5,22.1,616,Unbalanced
154,47.0,31.9,11.0,4.2,35.2,543,Unbalanced
428,5.1,89.4,20.8,2.6,13.8,749,Unbalanced
333,7.3,57.1,28.8,3.5,1.2,816,Balanced
180,1.7,64.7,48.7,0.9,22.8,592,Unbalanced
274,20.2,17.0,3.7,8.1,10.0,819,Balanced
176,32.1,79.9,29.4,3.8,20.7,86,Unbalanced
136,7.5,56.3,13.3,6.8,13.5,298,Balanced
96,49.1,24.9,22.1,3.5,1.9,853,Balanced
148,44.2,60.4,27.5,3.2,29.9,443,Unbalanced
499,25.6,74.2,24.5,1.5,18.7,230,Balanced
473,29.5,80.1,9.2,6.7,49.9,625,Balanced
284,22.6,83.4,37.8,8.2,22.4,59,Balanced
374,44.1,72.3,10.2,3.6,3.1,363,Balanced
128,23.2,67.5,37.9,8.4,44.6,709,Unbalanced
426,5.3,77.6,40.8,5.1,41.1,83,Unbalanced
464,16.2,19.9,28.0,8.9,24.4,543,Balanced
297,13.7,97.2,8.5,2.5,6.8,929,Balanced
154,41.7,88.0,29.3,1.6,26.9,853,Unbalanced
510,16.9,14.6,20.5,6.2,12.4,700,Balanced
511,8.9,84.1,15.3,3.7,33.8,536,Balanced
495,46.3,95.8,44.8,9.1,14.1,438,Unbalanced
583,4.2,40.8,38.5,3.8,41.2,734,Unbalanced
88,10.9,6.9,43.4,8.3,42.8,793,Unbalanced
97,8.1,85.2,26.2,7.7,23.1,597,Balanced
441,21.6,81.5,23.0,5.8,32.0,106,Balanced
80,41.5,8.2,28.2,7.6,34.3,333,Unbalanced
64,9.0,60.9,44.2,5.1,48.3,315,Unbalanced
196,42.3,36.4,19.0,5.8,31.8,257,Unbalanced
545,44.1,12.4,44.2,4.8,8.1,788,Balanced
589,18.0,28.4,13.3,0.6,2.6,315,Balanced
334,19.3,62.5,16.4,8.2,48.4,531,Balanced
370,7.2,93.2,24.8,3.1,20.5,752,Unbalanced
583,37.5,8.3,12.4,8.9,28.9,242,Balanced
186,3.8,46.9,47.4,7.5,46.5,373,Unbalanced
186,21.4,20.9,26.9,8.7,8.1,282,Unbalanced
591,48.8,30.7,27.5,4.5,34.8,613,Balanced
547,23.2,83.3,8.5,4.1,16.4,731,Balanced
169,9.5,33.2,30.2,5.1,44.4,595,Balanced
180,49.5,28.4,37.4,5.2,40.9,385,Balanced
346,33.2,84.0,14.1,6.3,38.6,601,Unbalanced
397,17.6,48.3,29.8,2.8,0.9,345,Balanced
448,36.6,94.5,9.0,1.4,21.4,547,Unbalanced
119,1.2,15.4,39.1,10.0,10.3,479,Balanced
115,40.0,88.2,28.2,2.4,33.1,147,Unbalanced
51,42.1,8.3,11.8,6.8,21.6,641,Unbalanced
257,7.9,90.9,25.4,0.2,49.0,455,Unbalanced
337,22.2,34.6,47.4,9.1,1.9,325,Balanced
439,47.6,21.6,16.7,6.4,40.7,58,Balanced
429,14.1,75.5,27.6,5.3,5.2,177,Balanced
68,10.6,45.8,4.1,9.6,30.3,420,Unbalanced
115,15.3,65.8,6.4,1.4,18.9,664,Unbalanced
218,12.5,19.1,9.9,4.4,15.0,11,Balanced
352,32.7,53.7,32.7,5.9,35.4,301,Balanced
223,3.3,48.9,1.2,1.0,9.6,413,Unbalanced
425,4.6,63.1,22.4,2.8,24.2,352,Unbalanced
187,27.5,86.1,19.3,7.6,13.4,390,Unbalanced
450,23.6,38.4,3.0,7.5,22.7,528,Balanced
134,21.4,87.1,16.0,3.3,23.1,136,Unbalanced
548,2.3,8.1,18.7,4.9,39.3,394,Balanced
472,35.4,82.8,46.0,0.3,41.5,759,Unbalanced
432,19.0,45.0,19.8,5.9,42.3,748,Balanced
487,14.8,14.6,12.1,2.9,34.5,39,Balanced
200,20.1,77.5,4.6,8.2,42.3,597,Balanced
474,10.4,9.4,25.7,8.8,25.1,811,Unbalanced
384,3.1,45.0,21.6,9.3,24.6,807,Balanced
284,26.4,6.3,7.2,0.6,47.4,422,Unbalanced
148,48.7,22.9,14.6,3.2,11.5,18,Balanced
452,15.0,31.5,49.0,2.6,32.2,635,Unbalanced
58,40.6,25.3,32.7,2.6,11.0,816,Unbalanced
418,22.1,61.1,36.3,5.5,34.0,705,Balanced
336,46.3,66.2,1.9,7.9,0.6,377,Balanced
537,36.1,7.8,9.3,1.8,25.8,750,Unbalanced
309,22.8,86.9,20.5,0.4,45.8,175,Unbalanced
381,13.8,45.0,37.0,7.5,20.1,617,Balanced
509,2.9,62.3,41.6,2.3,15.6,782,Unbalanced
379,20.7,68.4,24.8,8.3,45.1,332,Balanced
351,15.3,90.4,24.2,4.3,4.7,971,Balanced
88,8.0,10.3,14.7,3.7,12.3,878,Balanced
247,42.2,41.7,25.7,5.3,47.2,763,Unbalanced
535,32.7,96.0,46.8,0.5,0.5,327,Balanced
269,10.5,96.0,6.2,9.1,3.3,363,Balanced
417,32.9,5.9,8.6,5.5,32.7,121,Balanced
474,13.2,87.0,49.0,6.2,36.9,650,Balanced
571,1.8,92.8,28.7,9.5,26.0,249,Unbalanced
184,12.4,29.8,32.9,8.1,39.3,608,Balanced
201,37.7,48.0,34.3,4.5,48.3,646,Unbalanced
257,30.5,69.5,12.9,0.6,29.6,704,Unbalanced
223,31.4,34.5,18.9,7.5,48.5,330,Balanced
121,12.4,12.2,2.5,1.1,40.7,616,Unbalanced
502,6.5,71.9,28.4,7.8,28.8,954,Balanced
398,27.0,41.3,23.1,6.3,27.8,999,Balanced
255,16.1,29.4,47.5,4.8,15.4,206,Balanced
247,30.1,37.3,49.8,7.7,19.4,126,Balanced
281,22.4,60.3,24.8,6.6,8.6,203,Balanced
370,44.4,12.5,36.2,2.2,23.2,565,Unbalanced
440,37.2,60.0,41.9,5.2,7.5,965,Balanced
435,43.1,18.8,46.3,4.4,7.6,310,Balanced
107,24.6,74.7,33.0,7.9,27.8,346,Unbalanced
335,14.1,69.4,39.7,5.6,18.2,557,Balanced
439,25.8,84.7,28.3,8.3,4.0,836,Balanced
150,28.1,61.6,32.3,6.6,17.6,635,Unbalanced
428,9.4,23.1,27.8,2.7,19.1,434,Unbalanced
297,7.4,13.4,7.6,5.8,34.6,462,Balanced
511,15.3,15.4,25.4,5.0,14.2,860,Balanced
369,32.2,10.3,40.6,4.2,26.1,78,Balanced
307,36.0,83.2,5.8,4.7,44.2,923,Unbalanced
598,33.4,43.3,6.8,5.3,39.8,455,Balanced
597,36.7,53.1,27.9,3.3,17.7,282,Balanced
406,23.9,40.9,45.3,0.6,27.0,737,Unbalanced
133,30.1,44.0,37.3,1.9,2.0,220,Unbalanced
277,19.7,26.5,18.6,5.3,27.5,802,Balanced
93,32.8,47.6,5.5,9.7,5.8,830,Unbalanced
293,40.8,40.5,38.3,1.7,34.0,353,Unbalanced
107,26.3,44.9,21.8,7.9,25.3,559,Unbalanced
78,42.7,75.4,7.5,1.9,0.8,110,Unbalanced
170,22.4,15.3,48.3,4.3,17.4,337,Unbalanced
486,41.5,20.5,41.0,5.8,32.7,578,Balanced
559,40.4,17.9,39.8,7.0,29.4,421,Balanced
276,47.6,89.1,32.3,9.9,40.1,900,Unbalanced
171,10.9,45.9,48.0,4.2,0.6,541,Balanced
565,3.5,46.3,22.9,7.6,4.5,183,Balanced
288,32.4,69.5,28.9,3.2,47.0,881,Unbalanced
472,14.0,49.9,1.8,2.2,2.1,299,Balanced
380,47.1,22.5,4.8,0.6,0.2,716,Unbalanced
149,21.8,59.0,46.2,3.6,44.6,565,Unbalanced
487,16.4,97.7,32.1,8.8,44.5,658,Balanced
569,33.1,42.7,48.6,0.2,35.7,768,Unbalanced
268,19.5,63.0,5.7,10.0,1.9,784,Balanced
278,40.2,41.5,2.0,6.5,10.4,54,Balanced
313,5.3,42.2,7.9,5.0,39.6,376,Balanced
263,45.6,76.9,5.0,5.7,30.6,982,Unbalanced
453,17.0,97.7,9.9,0.9,8.9,827,Balanced
355,47.6,32.4,41.8,4.5,15.1,482,Unbalanced
592,29.3,32.5,12.0,9.9,10.3,100,Balanced
470,22.8,86.5,14.1,0.0,40.4,105,Balanced
573,11.7,57.3,9.9,2.4,25.2,256,Unbalanced
418,2.0,15.5,17.2,4.9,47.1,866,Unbalanced
154,15.4,84.4,39.1,0.2,35.7,850,Unbalanced
520,31.5,13.1,34.9,8.6,49.0,171,Balanced
373,46.3,37.6,13.8,0.0,10.7,928,Unbalanced
425,46.0,81.9,37.5,7.7,36.0,170,Unbalanced
445,19.8,48.8,18.8,0.3,7.8,0,Balanced
333,49.5,52.2,16.2,3.4,7.1,731,Balanced
453,36.8,12.7,41.7,7.1,2.1,987,Balanced
149,8.8,14.7,20.2,0.1,2.1,178,Balanced
524,48.8,5.5,11.7,1.2,5.8,355,Balanced
161,35.1,44.3,23.8,2.8,25.9,31,Unbalanced
557,46.7,22.7,10.6,4.3,32.9,774,Balanced
86,6.9,68.9,23.2,6.6,27.5,80,Balanced
265,36.5,75.5,20.2,1.5,4.9,257,Unbalanced
292,1.2,47.3,1.7,1.6,9.4,558,Unbalanced
475,27.7,77.0,44.9,0.8,36.9,910,Balanced
330,18.4,97.8,41.2,1.2,20.4,151,Unbalanced
600,10.1,61.7,27.8,7.0,43.7,699,Unbalanced
322,28.0,28.1,18.8,7.8,38.6,377,Balanced
223,7.4,32.3,47.8,9.5,0.8,351,Balanced
337,5.7,18.8,2.5,9.4,48.0,144,Unbalanced
209,11.4,37.2,47.4,4.9,19.9,324,Balanced
587,35.2,26.8,24.9,4.4,3.9,881,Balanced
334,14.4,44.8,8.0,5.6,5.3,936,Balanced
334,49.3,66.8,39.3,7.3,3.4,638,Balanced
390,27.2,48.6,35.6,5.5,15.8,733,Balanced
487,33.3,36.5,13.6,4.9,35.2,104,Balanced
377,32.5,44.5,40.5,4.0,13.0,620,Balanced
60,47.4,58.2,48.3,7.9,36.3,886,Unbalanced
60,27.5,96.5,43.1,4.2,34.8,779,Unbalanced
219,42.8,5.3,5.2,2.6,47.9,679,Unbalanced
463,3.3,23.9,31.7,2.2,39.4,913,Unbalanced
492,12.3,64.9,38.2,4.2,24.0,877,Balanced
112,19.6,11.7,13.8,5.3,6.4,129,Unbalanced
448,8.3,98.9,22.5,1.0,18.8,309,Unbalanced
241,15.9,15.7,41.2,8.8,9.8,666,Balanced
84,23.9,47.7,31.1,8.5,9.1,767,Unbalanced
141,20.6,18.6,8.4,4.3,12.8,776,Balanced
371,45.4,14.7,14.6,7.8,32.5,590,Unbalanced
97,7.5,26.2,31.4,8.0,3.6,580,Balanced
499,47.3,39.5,15.0,4.1,17.0,974,Balanced
463,15.4,51.3,43.2,8.2,5.6,153,Balanced
432,18.7,74.4,32.4,2.7,13.1,576,Unbalanced
176,42.0,98.9,43.9,5.6,29.1,445,Unbalanced
283,46.2,84.8,45.7,2.8,8.0,902,Unbalanced
224,14.4,24.2,36.1,1.5,3.6,202,Balanced
78,23.2,48.2,12.0,7.7,16.2,895,Unbalanced
302,3.1,61.4,27.4,7.6,30.9,361,Unbalanced
552,24.5,34.5,36.1,5.4,18.4,48,Balanced
166,7.7,52.7,1.6,0.3,48.8,378,Unbalanced
582,38.5,67.3,18.9,7.3,37.7,236,Balanced
167,19.4,57.4,11.9,7.9,36.1,331,Unbalanced
355,18.9,8.5,5.0,1.2,28.9,647,Unbalanced
377,2.4,5.8,25.9,3.8,18.7,624,Unbalanced
414,6.7,37.1,3.4,8.0,27.9,765,Unbalanced
429,9.3,59.7,49.8,6.0,22.3,908,Balanced
496,25.5,45.7,47.6,8.3,11.2,726,Balanced
258,17.9,67.9,14.0,2.4,39.5,534,Unbalanced
220,49.5,74.5,28.8,5.9,49.5,445,Unbalanced
282,4.8,47.6,12.2,3.7,19.8,127,Unbalanced
358,17.9,61.0,12.5,2.7,38.4,498,Balanced
128,12.0,36.9,34.4,7.8,29.5,648,Unbalanced
188,23.7,36.8,42.3,3.5,20.7,593,Unbalanced
312,40.5,69.0,6.4,1.7,8.8,748,Unbalanced
360,13.8,19.8,21.6,8.2,15.2,628,Balanced
100,44.6,13.5,36.3,1.1,0.2,798,Balanced
376,35.8,8.1,16.5,5.1,46.5,954,Unbalanced
461,1.5,74.6,14.0,0.3,43.5,544,Balanced
148,42.8,86.9,45.4,4.6,33.5,100,Unbalanced
530,42.2,58.1,6.2,8.5,40.8,779,Balanced
221,27.1,30.0,46.4,4.4,11.1,566,Balanced
187,20.7,79.8,11.2,3.5,2.8,671,Balanced
467,40.8,79.9,37.5,9.1,46.9,931,Balanced
301,39.6,93.7,3.9,3.6,15.4,902,Unbalanced
290,27.5,39.6,10.2,6.4,35.6,846,Balanced
346,13.7,63.0,44.4,3.4,35.3,80,Balanced
434,30.7,52.1,44.8,8.5,5.0,542,Balanced
59,31.6,12.4,20.4,8.4,17.9,265,Unbalanced
448,26.8,90.3,39.0,3.6,24.3,259,Balanced
162,44.6,45.0,34.6,2.8,4.7,675,Unbalanced
352,37.6,79.7,30.3,10.0,32.6,798,Unbalanced
286,48.5,70.0,48.5,6.7,18.3,486,Unbalanced
222,27.8,34.0,15.2,2.1,29.1,19,Unbalanced
75,43.2,93.0,23.4,5.6,41.2,779,Unbalanced
203,15.0,59.8,22.4,6.9,28.8,831,Balanced
132,26.6,23.1,13.9,7.5,23.4,637,Unbalanced
327,17.0,82.4,41.9,0.5,12.6,738,Unbalanced
140,25.6,98.8,26.0,2.8,15.2,937,Unbalanced
54,22.4,73.7,10.2,4.0,23.9,460,Unbalanced
500,20.1,92.7,11.0,3.8,40.5,267,Balanced
467,9.1,6.4,34.1,6.4,36.6,505,Unbalanced
317,47.0,56.0,46.3,1.1,39.5,56,Unbalanced
384,7.7,68.9,6.6,2.5,43.9,397,Unbalanced
544,9.3,85.0,2.2,7.4,43.0,279,Balanced
379,23.4,67.4,25.2,7.1,23.3,273,Balanced
473,39.5,23.7,10.1,3.4,32.7,846,Balanced
458,21.6,12.8,49.9,6.4,0.5,248,Balanced
263,46.6,55.5,34.0,8.0,28.6,474,Unbalanced
267,44.5,46.3,4.0,7.7,22.2,352,Unbalanced
295,39.2,70.9,5.3,2.2,15.9,665,Unbalanced
131,39.8,58.7,23.3,3.8,20.4,342,Unbalanced
173,39.5,26.9,5.9,4.5,17.8,839,Balanced
566,33.8,78.7,1.3,8.6,20.3,154,Balanced
472,33.9,40.0,5.1,0.5,17.2,210,Unbalanced
444,8.9,87.1,48.1,4.3,38.8,103,Unbalanced
546,46.5,40.6,11.0,1.2,15.1,621,Unbalanced
576,32.8,55.7,18.2,8.3,7.1,293,Balanced
500,8.8,32.6,48.0,5.5,21.1,450,Unbalanced
518,21.6,93.9,15.8,1.2,15.9,186,Balanced
201,24.5,16.7,35.5,1.9,0.2,545,Unbalanced
459,15.0,77.4,24.6,7.0,17.5,34,Balanced
169,9.9,6.9,46.2,9.3,49.5,306,Balanced
558,49.9,47.8,28.3,5.6,2.2,830,Balanced
594,31.3,24.2,6.8,9.3,31.7,880,Balanced
289,40.7,22.8,23.0,0.3,46.1,850,Unbalanced
63,23.5,42.5,41.7,0.1,8.9,725,Unbalanced
596,23.2,33.6,22.1,0.3,23.8,432,Balanced
298,45.3,8.7,41.6,7.9,44.6,719,Unbalanced
67,26.8,9.7,35.0,8.9,43.2,577,Balanced
196,40.6,23.2,47.0,1.7,41.2,106,Unbalanced
123,28.1,23.4,9.3,2.7,34.1,423,Unbalanced
567,8.2,43.9,12.6,4.4,30.8,980,Unbalanced
485,33.5,86.2,26.1,3.7,46.1,144,Balanced
287,5.6,36.6,42.7,5.1,14.2,32,Balanced
281,1.5,27.8,25.5,4.0,29.1,298,Unbalanced
165,37.9,79.5,28.1,5.6,23.2,9,Unbalanced
166,46.4,35.2,42.2,5.1,41.2,918,Unbalanced
234,45.3,90.8,6.7,6.8,1.5,826,Balanced
161,36.6,39.1,7.9,9.2,13.1,28,Unbalanced
540,34.4,88.0,4.4,6.2,45.9,307,Balanced
254,14.6,48.5,9.0,7.6,2.8,674,Balanced
128,34.3,57.0,44.2,9.2,26.1,845,Unbalanced
213,47.3,22.4,25.1,4.2,14.4,813,Unbalanced
431,20.6,60.1,37.8,7.5,33.0,288,Balanced
135,23.7,99.8,13.2,6.8,3.2,265,Balanced
194,24.9,84.8,32.9,9.2,46.2,869,Unbalanced
513,26.8,57.2,24.7,2.5,34.5,451,Unbalanced
108,25.1,92.2,29.6,3.8,22.7,982,Unbalanced
456,38.8,12.2,13.9,9.3,3.1,210,Balanced
370,12.9,17.8,47.8,8.2,3.1,837,Balanced
69,8.2,60.6,20.9,7.8,14.8,854,Unbalanced
264,42.4,20.1,25.9,6.6,36.4,121,Unbalanced
183,9.2,35.4,14.7,5.0,39.1,909,Balanced
113,12.4,22.2,23.7,0.8,23.7,982,Unbalanced
57,33.1,29.1,19.2,9.9,44.0,787,Unbalanced
421,33.7,74.5,2.0,2.3,0.6,93,Balanced
328,20.2,80.3,25.5,6.8,10.3,831,Balanced
453,7.6,77.1,46.0,7.0,30.8,380,Unbalanced
71,36.7,33.8,17.9,3.6,32.2,116,Unbalanced
434,19.1,53.5,22.9,7.1,18.1,599,Balanced
111,11.5,28.3,46.2,6.2,32.9,368,Unbalanced
441,22.3,14.2,40.2,5.4,31.9,993,Balanced
100,17.1,20.9,33.5,2.1,20.7,825,Unbalanced
50,5.9,90.9,26.8,5.7,0.7,239,Balanced
344,16.8,77.8,7.3,4.8,27.3,601,Balanced
571,6.3,76.9,1.7,5.9,24.1,68,Balanced
519,40.5,55.9,33.6,4.1,41.7,714,Balanced
102,40.7,66.2,21.0,9.6,24.8,879,Unbalanced
252,43.2,66.7,13.6,8.1,24.8,552,Unbalanced
528,2.7,14.2,17.9,4.7,44.7,955,Balanced
234,21.3,72.4,15.7,7.0,13.6,919,Unbalanced
490,31.2,42.9,15.3,1.4,8.0,831,Balanced
343,22.5,51.3,26.1,5.4,31.8,409,Balanced
577,17.2,32.6,10.7,0.3,42.1,320,Unbalanced
108,37.5,11.2,25.0,1.3,36.6,410,Unbalanced
466,19.5,70.9,39.2,4.1,32.4,998,Balanced
549,35.3,98.5,33.2,3.1,19.1,499,Balanced
312,20.8,74.1,37.9,8.6,20.3,79,Balanced
510,23.7,84.3,13.1,4.2,38.3,133,Balanced
403,36.4,49.3,48.7,1.9,49.4,701,Unbalanced
127,10.4,43.0,21.6,4.4,42.8,632,Balanced
250,5.2,63.9,47.9,7.7,6.1,257,Balanced
334,14.2,54.8,30.3,5.4,48.3,219,Balanced
164,30.4,34.0,11.0,2.4,29.5,178,Unbalanced
572,15.3,42.6,37.2,0.5,7.7,381,Balanced
585,45.7,12.2,25.6,0.6,33.5,371,Unbalanced
241,14.8,55.0,31.5,4.9,38.1,617,Balanced
260,5.4,74.9,36.5,7.9,39.7,408,Unbalanced
464,32.8,29.3,35.9,2.3,5.9,176,Balanced
533,1.3,7.3,31.8,7.3,35.6,556,Unbalanced
309,11.7,85.5,46.5,5.2,32.8,965,Balanced
427,6.1,56.8,41.2,3.8,10.2,507,Balanced
207,49.1,14.1,41.3,4.7,8.4,806,Unbalanced
366,11.7,64.4,14.0,9.4,44.6,354,Balanced
363,47.9,12.2,30.2,6.4,28.2,296,Unbalanced
462,2.0,53.5,24.0,6.1,5.2,965,Balanced
599,19.0,40.8,1.9,9.4,0.4,981,Balanced
365,17.2,72.1,27.8,1.4,38.4,353,Unbalanced
505,33.2,14.5,40.4,5.1,6.9,78,Balanced
153,9.7,89.0,26.6,8.1,46.1,202,Balanced
127,35.6,8.2,35.9,2.7,44.7,314,Unbalanced
563,7.2,34.6,19.5,2.4,16.8,292,Unbalanced
318,5.4,75.2,3.5,6.5,3.5,189,Balanced
406,32.5,61.4,38.9,0.3,5.6,938,Balanced
484,30.3,80.3,18.2,9.8,2.6,83,Balanced
317,42.8,84.0,35.5,6.5,34.3,24,Unbalanced
453,30.5,92.5,14.9,2.2,38.7,668,Balanced
263,18.4,9.0,40.2,5.2,42.9,505,Balanced
563,7.7,79.9,28.8,7.5,46.5,930,Balanced
321,35.7,50.3,12.1,7.0,33.6,776,Balanced
80,44.8,56.5,49.3,1.2,0.3,289,Unbalanced
179,13.2,57.1,35.0,4.5,36.1,535,Balanced
428,41.8,70.2,19.6,5.1,11.4,385,Unbalanced
552,11.6,17.7,27.7,8.4,21.8,38,Unbalanced
562,2.3,51.8,47.5,1.1,8.5,773,Unbalanced
116,12.2,98.1,42.5,9.1,19.6,164,Unbalanced
148,47.9,52.0,1.6,5.3,11.2,719,Unbalanced
125,1.8,32.3,31.5,7.4,31.3,70,Unbalanced
177,14.1,80.5,45.5,7.9,30.4,414,Balanced
452,34.2,66.8,35.7,7.9,8.6,421,Balanced
547,15.9,49.6,2.2,9.9,10.5,364,Balanced
57,24.5,97.2,48.6,9.2,38.6,825,Unbalanced
531,49.3,57.4,40.3,4.0,27.5,392,Unbalanced
138,11.7,58.3,7.2,7.6,41.8,602,Balanced
364,24.6,86.5,37.1,8.5,14.4,229,Balanced
97,18.0,73.5,22.5,0.6,8.4,980,Unbalanced
246,38.0,20.3,45.5,7.4,10.7,895,Unbalanced
268,16.6,89.6,25.0,0.3,10.1,294,Unbalanced
143,11.8,77.4,8.5,3.2,14.3,98,Balanced
460,37.3,64.0,36.2,0.7,21.2,223,Balanced
425,49.3,60.1,45.8,1.6,15.5,153,Unbalanced
177,39.4,10.0,21.9,3.3,10.3,228,Unbalanced
431,4.6,9.3,13.0,9.2,18.7,846,Balanced
280,39.6,19.5,30.0,2.5,11.3,327,Unbalanced
367,4.2,60.5,29.0,3.8,32.2,69,Unbalanced
581,22.4,90.0,2.6,6.7,10.0,775,Balanced
381,12.7,78.7,8.4,6.1,35.1,669,Balanced
493,5.2,6.8,20.9,3.4,8.7,671,Balanced
470,12.9,66.8,25.3,4.6,12.7,350,Balanced
245,42.0,13.7,8.3,6.7,27.4,499,Balanced
147,5.4,79.2,23.9,8.1,11.8,172,Balanced
466,24.9,6.0,39.3,1.3,17.5,793,Unbalanced
54,17.9,58.1,23.0,8.7,47.9,771,Unbalanced
498,6.5,83.3,40.4,7.0,20.2,410,Unbalanced
90,40.1,19.2,34.2,2.8,6.2,584,Unbalanced
172,7.3,19.3,30.9,1.4,9.2,865,Unbalanced
255,9.6,27.2,29.1,6.0,19.7,400,Balanced
311,31.9,34.1,48.5,4.7,34.9,482,Unbalanced
334,37.0,70.2,47.7,9.5,24.4,242,Unbalanced
94,15.4,12.0,39.6,0.2,43.6,950,Unbalanced
422,48.8,57.5,38.4,2.0,2.5,226,Balanced
540,25.3,43.1,46.9,7.8,26.1,443,Balanced
253,14.0,26.5,1.0,2.2,27.0,87,Unbalanced
269,4.9,50.8,3.5,3.7,7.2,951,Unbalanced
309,23.0,71.8,13.4,5.3,46.8,984,Balanced
442,4.1,57.0,35.6,1.7,7.9,742,Balanced
161,1.9,11.4,18.9,2.2,37.3,319,Unbalanced
322,14.2,14.4,45.6,5.3,15.7,358,Balanced
115,24.0,30.8,14.5,9.3,15.6,606,Unbalanced
68,39.2,11.4,40.8,2.3,20.1,833,Unbalanced
156,23.5,69.7,8.7,8.5,14.0,235,Unbalanced
234,17.5,88.1,33.8,10.0,39.6,582,Balanced
348,9.0,63.2,24.2,9.3,47.5,612,Balanced
296,3.4,73.0,49.6,9.3,31.0,677,Unbalanced
164,10.4,17.9,10.6,9.3,49.1,179,Balanced
308,25.1,40.5,11.8,6.4,0.9,990,Balanced
436,46.1,25.0,18.7,0.4,43.2,428,Unbalanced
95,2.7,67.5,14.2,3.6,33.9,430,Balanced
480,46.5,84.3,29.6,8.1,20.7,911,Unbalanced
151,11.0,50.2,16.4,5.4,45.2,391,Balanced
394,32.8,29.4,16.9,2.8,39.4,326,Unbalanced
545,32.6,87.0,24.5,1.1,47.3,58,Balanced
165,1.3,61.5,34.8,8.3,4.5,889,Unbalanced
461,3.4,72.4,19.2,1.6,42.2,92,Unbalanced
72,22.6,33.7,30.0,3.8,10.2,691,Unbalanced
223,25.1,74.2,14.0,2.7,6.2,902,Unbalanced
282,34.5,9.8,4.8,3.1,24.9,920,Unbalanced
